Fish Species,Caught Time,Latitude,Longitude
벵에돔,2024-03-25 01:46:05,33.696214,126.347194
호박돔,2024-08-12 07:26:33,33.605704,126.643799
복섬,2024-01-11 19:30:08,33.134837,126.700765
참돔,2024-08-11 09:12:48,33.468219,126.579247
참돔,2024-09-15 04:24:42,33.091209,126.587698
옥돔,2024-05-07 02:38:41,33.356089,126.641891
고등어,2024-07-27 22:14:48,33.33084,126.579215
홍바리,2024-03-22 08:20:39,33.45689,126.762344
복섬,2024-02-19 22:46:17,33.162563,126.480931
붉바리,2024-06-08 23:36:27,33.106203,126.69813
참돔,2024-01-15 01:03:19,33.134134,126.293436
벵에돔,2024-09-06 03:08:46,33.190457,126.859971
홍바리,2024-08-26 21:52:30,33.16758,126.451228
도도바리,2024-04-21 07:27:39,33.587941,126.330686
광어,2024-01-27 03:07:57,33.307036,126.321729
도도바리,2024-03-16 18:07:40,33.654178,126.310551
광어,2024-12-23 05:17:08,33.276602,126.746936
우럭,2024-10-21 00:14:34,33.16107,126.788452
홍바리,2024-07-24 08:06:10,33.207032,126.456682
방어,2024-03-11 19:51:05,33.314995,126.741051
갈치,2024-08-20 09:40:05,33.658703,126.568723
감성돔,2024-03-12 16:56:26,33.531265,126.39523
홍바리,2024-06-21 02:00:53,33.178561,126.316581
갈돔,2024-09-05 00:46:38,33.55138,126.343199
자리돔,2024-08-27 18:07:30,33.504856,126.568899
옥돔,2024-02-20 04:09:32,33.470354,126.559239
노래미,2024-09-05 22:13:02,33.169113,126.307999
복섬,2024-06-07 07:48:45,33.16434,126.504188
갈돔,2024-03-03 23:59:37,33.084965,126.661146
고등어,2024-10-03 06:16:51,33.385336,126.844494
복섬,2024-05-04 04:17:37,33.210714,126.857749
참돔,2024-12-16 00:01:22,33.416154,126.64018
홍바리,2024-12-09 19:31:26,33.262462,126.294434
광어,2024-03-17 16:02:45,33.651961,126.64293
전갱이,2024-07-14 23:54:20,33.414743,126.550732
옥돔,2024-06-05 01:00:54,33.253714,126.594765
호박돔,2024-03-14 08:23:54,33.66806,126.301006
감성돔,2024-07-07 05:15:38,33.084811,126.407145
벵에돔,2024-08-03 20:29:37,33.57659,126.259652
전갱이,2024-09-16 20:48:15,33.52244,126.490779
고등어,2024-04-09 22:53:56,33.162324,126.678885
호박돔,2024-02-24 22:24:55,33.256418,126.314795
볼락,2024-05-01 23:41:43,33.610943,126.371926
부시리,2024-01-24 16:14:52,33.69572,126.473851
복섬,2024-09-27 15:30:25,33.231873,126.786993
우럭,2024-11-05 20:38:00,33.511209,126.831207
자바리,2024-01-03 01:02:55,33.301431,126.265195
미역치,2024-07-17 17:35:35,33.510045,126.619704
갈치,2024-04-16 04:44:35,33.384575,126.860633
자바리,2024-11-14 22:07:15,33.51853,126.668311
감성돔,2024-08-07 21:02:04,33.201403,126.402563
참돔,2024-02-20 09:55:58,33.194632,126.811473
전갱이,2024-06-11 20:03:27,33.537719,126.301234
부시리,2024-11-23 23:55:00,33.213632,126.718239
자바리,2024-10-15 21:07:05,33.46872,126.493505
참돔,2024-01-20 22:30:16,33.458016,126.800256
우럭,2024-02-14 00:06:44,33.231384,126.483472
벵에돔,2024-05-25 01:06:02,33.676454,126.840953
붉바리,2024-12-08 03:10:21,33.159927,126.483618
방어,2024-09-15 00:44:02,33.564955,126.390934
옥돔,2024-02-08 03:48:01,33.142426,126.544431
벵에돔,2024-07-06 13:42:03,33.497281,126.464532
자리돔,2024-05-21 17:00:18,33.523782,126.612811
도도바리,2024-06-21 12:45:39,33.300515,126.392486
자바리,2024-01-20 09:47:04,33.546795,126.865026
노래미,2024-03-21 20:57:55,33.534048,126.731214
노래미,2024-04-03 02:11:08,33.345469,126.662042
볼락,2024-01-21 22:25:24,33.387332,126.385024
자리돔,2024-07-28 21:33:05,33.653514,126.821832
붉바리,2024-12-26 01:00:13,33.66754,126.848409
갈치,2024-04-07 21:17:15,33.617684,126.652528
광어,2024-08-23 04:28:14,33.332357,126.601936
전갱이,2024-09-07 01:42:48,33.548156,126.376449
도도바리,2024-11-22 21:35:22,33.584841,126.314534
호박돔,2024-02-07 04:33:33,33.240405,126.532074
부시리,2024-01-28 18:11:56,33.257244,126.455526
자바리,2024-04-28 05:37:42,33.328149,126.372305
자바리,2024-01-16 00:34:19,33.40594,126.70927
미역치,2024-02-12 15:29:26,33.283834,126.609819
복섬,2024-07-02 04:17:30,33.222163,126.834674
부시리,2024-09-22 03:13:52,33.49201,126.424851
자바리,2024-09-09 22:19:06,33.109054,126.841031
갈치,2024-05-01 12:17:49,33.501938,126.772026
도도바리,2024-09-11 03:39:57,33.461592,126.326237
홍바리,2024-09-14 04:56:55,33.691869,126.820585
광어,2024-04-26 06:58:38,33.530767,126.450762
노래미,2024-07-15 21:21:26,33.638972,126.689125
도도바리,2024-08-13 19:50:04,33.184216,126.325251
고등어,2024-11-23 02:59:38,33.521724,126.579115
자리돔,2024-11-11 15:30:08,33.200395,126.806473
부시리,2024-09-24 19:33:41,33.426866,126.297895
감성돔,2024-06-18 03:50:35,33.494053,126.7936
옥돔,2024-12-12 00:58:05,33.423602,126.363354
볼락,2024-09-27 21:25:32,33.119591,126.315644
복섬,2024-08-09 15:51:02,33.597061,126.44617
부시리,2024-09-09 00:51:57,33.416795,126.482776
노래미,2024-04-26 14:56:28,33.155172,126.277276
방어,2024-07-11 14:37:03,33.192691,126.453578
고등어,2024-11-28 09:24:10,33.500047,126.73619
도도바리,2024-10-15 04:31:43,33.11602,126.810144
방어,2024-01-25 17:25:25,33.452783,126.493148
도도바리,2024-03-28 20:05:49,33.691735,126.491358
노래미,2024-12-05 04:45:30,33.327252,126.68116
미역치,2024-08-21 20:17:00,33.3908,126.761307
복섬,2024-11-28 02:13:09,33.091254,126.396777
전갱이,2024-05-12 00:05:34,33.535197,126.302622
붉바리,2024-11-01 07:22:25,33.336992,126.352052
갈치,2024-05-17 12:39:49,33.586487,126.63837
미역치,2024-03-05 09:42:24,33.479889,126.306322
참돔,2024-04-09 21:16:07,33.340321,126.333812
복섬,2024-10-25 09:13:32,33.417719,126.33927
붉바리,2024-08-26 01:04:36,33.58654,126.84322
참돔,2024-02-08 21:59:40,33.669706,126.573138
옥돔,2024-11-02 21:35:31,33.329746,126.781771
갈치,2024-05-26 16:03:51,33.150895,126.612884
갈치,2024-09-17 06:51:23,33.558026,126.774963
자리돔,2024-06-19 01:05:06,33.357908,126.236647
고등어,2024-11-17 04:05:51,33.12826,126.427319
감성돔,2024-10-09 17:55:24,33.712447,126.235564
도도바리,2024-02-19 06:39:57,33.146108,126.528726
노래미,2024-06-13 04:38:32,33.293837,126.542913
붉바리,2024-07-26 16:44:01,33.625059,126.552485
광어,2024-06-23 03:32:59,33.681753,126.819892
붉바리,2024-07-26 02:21:45,33.435425,126.259723
갈돔,2024-03-17 09:44:11,33.211154,126.241687
옥돔,2024-10-05 01:28:35,33.603112,126.519576
참돔,2024-08-19 12:14:13,33.431618,126.752367
자바리,2024-01-11 06:25:33,33.532462,126.247582
감성돔,2024-11-23 23:46:07,33.187039,126.382368
호박돔,2024-10-18 03:37:16,33.099142,126.614146
미역치,2024-02-07 23:40:43,33.551246,126.309927
참돔,2024-02-25 05:20:18,33.67718,126.382834
자바리,2024-04-19 22:01:06,33.594682,126.234681
미역치,2024-10-27 19:48:51,33.093837,126.291392
옥돔,2024-10-06 19:32:48,33.534174,126.327889
홍바리,2024-11-26 19:19:24,33.263344,126.812013
벵에돔,2024-04-21 21:22:24,33.244956,126.478915
복섬,2024-12-11 03:48:45,33.593093,126.744297
참돔,2024-12-04 19:51:39,33.701979,126.573889
우럭,2024-02-16 11:40:37,33.499777,126.682456
도도바리,2024-09-01 11:59:16,33.335547,126.578493
벵에돔,2024-09-26 13:30:28,33.712967,126.363909
노래미,2024-09-01 20:10:31,33.623377,126.462071
호박돔,2024-10-01 02:38:49,33.602007,126.286378
홍바리,2024-01-20 13:56:26,33.677057,126.830621
우럭,2024-03-21 01:04:11,33.536981,126.531541
광어,2024-05-03 20:43:25,33.384767,126.456835
볼락,2024-07-05 13:13:19,33.543564,126.450865
방어,2024-11-08 20:58:14,33.186542,126.462089
부시리,2024-01-15 00:38:32,33.493043,126.705058
자바리,2024-01-26 03:26:27,33.303013,126.83519
자리돔,2024-04-20 00:21:27,33.310056,126.593608
광어,2024-11-25 13:58:26,33.34637,126.751785
미역치,2024-12-05 02:47:07,33.289521,126.230207
노래미,2024-12-17 02:40:28,33.124068,126.631091
갈돔,2024-09-24 02:58:06,33.658374,126.452642
붉바리,2024-12-09 10:44:16,33.101984,126.363427
호박돔,2024-10-20 15:01:33,33.620318,126.498546
참돔,2024-09-13 21:08:25,33.16309,126.52741
미역치,2024-03-01 12:50:38,33.520376,126.329097
도도바리,2024-06-15 19:58:48,33.375937,126.499132
미역치,2024-11-24 20:16:07,33.161106,126.424574
호박돔,2024-08-16 01:10:52,33.315583,126.481696
전갱이,2024-09-25 19:35:36,33.227794,126.587365
벵에돔,2024-05-11 00:58:48,33.657174,126.302613
광어,2024-03-03 12:33:36,33.296475,126.292878
복섬,2024-08-26 20:13:47,33.63913,126.578219
고등어,2024-05-17 22:33:37,33.198155,126.64321
호박돔,2024-02-16 14:07:14,33.399789,126.511474
전갱이,2024-04-17 01:02:05,33.177414,126.422181
전갱이,2024-05-18 03:36:05,33.459589,126.339284
우럭,2024-05-24 01:08:05,33.695593,126.695664
자바리,2024-03-12 17:25:40,33.340495,126.41774
광어,2024-07-12 22:50:56,33.336525,126.564913
부시리,2024-09-16 16:42:16,33.221619,126.76764
감성돔,2024-01-16 12:21:04,33.190745,126.544402
방어,2024-03-28 22:02:19,33.084315,126.698951
우럭,2024-11-24 14:01:37,33.455351,126.275396
광어,2024-10-03 22:27:14,33.16415,126.712435
도도바리,2024-08-18 23:21:19,33.598935,126.781853
자리돔,2024-08-12 22:14:00,33.591537,126.230812
홍바리,2024-02-03 09:04:08,33.699378,126.453107
노래미,2024-11-02 02:09:41,33.11331,126.649721
우럭,2024-05-25 05:47:34,33.30192,126.418632
참돔,2024-01-24 17:46:01,33.179793,126.315846
붉바리,2024-01-01 00:33:37,33.617855,126.601233
우럭,2024-12-10 17:39:23,33.472668,126.445943
부시리,2024-07-15 16:36:31,33.333305,126.358103
참돔,2024-08-18 07:28:29,33.372674,126.756803
고등어,2024-04-04 15:39:43,33.645585,126.616418
우럭,2024-10-27 11:51:08,33.413056,126.722942
호박돔,2024-07-16 06:47:16,33.165702,126.683815
갈돔,2024-10-23 19:04:55,33.656037,126.428156
갈돔,2024-06-19 18:57:12,33.131821,126.720379
자바리,2024-11-25 04:43:09,33.313633,126.542768
홍바리,2024-10-20 13:36:57,33.622632,126.461675
도도바리,2024-05-18 01:50:35,33.271355,126.656854
광어,2024-04-16 14:52:02,33.087479,126.303245
갈치,2024-10-14 08:03:00,33.149316,126.389801
갈치,2024-07-01 09:44:53,33.437491,126.675247
자바리,2024-12-01 05:46:20,33.553903,126.314013
홍바리,2024-01-19 11:12:54,33.384689,126.609276
갈돔,2024-02-20 06:22:05,33.358087,126.500217
붉바리,2024-10-09 09:57:56,33.233522,126.259798
광어,2024-12-06 06:03:28,33.69922,126.680432
도도바리,2024-05-22 13:04:45,33.605338,126.416927
전갱이,2024-07-11 23:17:26,33.633884,126.761939
고등어,2024-09-03 16:53:43,33.14674,126.295297
볼락,2024-07-21 03:41:26,33.231791,126.337914
갈치,2024-03-12 16:02:29,33.142173,126.463377
우럭,2024-08-27 13:21:42,33.287395,126.515003
자바리,2024-04-25 01:32:45,33.106146,126.347539
벵에돔,2024-01-26 00:14:12,33.59772,126.57331
갈치,2024-03-05 02:43:45,33.260835,126.267427
미역치,2024-06-20 05:50:49,33.105553,126.618131
호박돔,2024-05-18 09:03:27,33.224111,126.327452
방어,2024-09-04 23:14:25,33.209227,126.604833
벵에돔,2024-01-23 00:18:53,33.613265,126.243543
자리돔,2024-08-07 01:17:46,33.236429,126.459986
복섬,2024-07-02 08:52:39,33.557052,126.308763
노래미,2024-02-03 06:23:58,33.575632,126.623508
붉바리,2024-07-02 09:57:21,33.30979,126.323143
갈돔,2024-09-25 01:06:10,33.167529,126.449129
벵에돔,2024-08-23 19:15:05,33.471735,126.432157
노래미,2024-02-23 05:48:21,33.406634,126.759391
갈돔,2024-03-11 08:45:53,33.656095,126.339597
자바리,2024-03-13 22:41:47,33.583843,126.701034
방어,2024-03-09 09:56:03,33.452892,126.732483
감성돔,2024-08-01 11:24:49,33.099511,126.564744
광어,2024-07-17 15:15:09,33.382945,126.391178
자리돔,2024-07-28 23:01:13,33.088553,126.821234
볼락,2024-09-19 19:17:25,33.505501,126.522875
자리돔,2024-06-17 02:48:28,33.575183,126.400243
부시리,2024-11-10 10:24:11,33.686034,126.391013
볼락,2024-04-05 00:14:44,33.61285,126.51026
방어,2024-12-16 00:00:11,33.708511,126.361819
벵에돔,2024-09-25 09:42:40,33.596028,126.364723
미역치,2024-02-20 01:39:50,33.400125,126.80397
감성돔,2024-08-22 04:46:37,33.52145,126.509088
우럭,2024-05-15 20:32:52,33.691449,126.743681
자리돔,2024-08-20 16:34:56,33.479113,126.367593
자바리,2024-07-14 15:39:24,33.695976,126.636974
도도바리,2024-02-24 21:49:32,33.565171,126.621513
고등어,2024-08-23 07:10:11,33.242575,126.625017
부시리,2024-08-25 21:06:49,33.109937,126.564402
벵에돔,2024-03-04 19:09:10,33.641117,126.798864
갈치,2024-09-07 23:56:54,33.685683,126.685945
광어,2024-01-28 09:21:52,33.505271,126.625701
우럭,2024-09-26 03:03:40,33.623615,126.582369
노래미,2024-08-15 08:19:46,33.403468,126.335197
벵에돔,2024-01-21 09:57:30,33.17616,126.700682
옥돔,2024-10-03 05:50:10,33.534263,126.462391
벵에돔,2024-08-23 22:17:50,33.379751,126.676785
광어,2024-11-02 01:22:11,33.354632,126.761313
볼락,2024-06-03 02:32:05,33.190512,126.35934
호박돔,2024-06-13 00:32:47,33.580629,126.420877
자리돔,2024-11-06 17:06:09,33.499742,126.315458
갈돔,2024-06-15 06:19:44,33.334158,126.432746
붉바리,2024-01-16 15:33:45,33.242032,126.38821
호박돔,2024-12-14 10:44:14,33.711943,126.621095
볼락,2024-07-22 16:28:26,33.419351,126.780676
벵에돔,2024-11-24 05:42:35,33.528603,126.27413
우럭,2024-05-18 19:55:23,33.165032,126.593562
부시리,2024-04-09 05:16:19,33.194516,126.421941
호박돔,2024-08-07 07:04:47,33.083497,126.623422
붉바리,2024-07-10 23:44:20,33.169142,126.600161
고등어,2024-08-16 20:05:37,33.552418,126.758671
호박돔,2024-10-20 04:35:33,33.325727,126.59203
자바리,2024-09-26 08:45:43,33.595499,126.324158
볼락,2024-02-10 00:32:42,33.487176,126.781249
고등어,2024-09-17 22:33:14,33.654313,126.795991
미역치,2024-04-28 08:14:50,33.175775,126.36708
옥돔,2024-10-26 05:13:07,33.313817,126.577326
광어,2024-05-16 16:05:46,33.583766,126.711283
노래미,2024-10-24 22:26:26,33.401973,126.473892
전갱이,2024-08-15 08:33:47,33.11621,126.25408
방어,2024-10-23 06:40:06,33.385697,126.768874
갈돔,2024-03-20 05:48:25,33.323192,126.502856
호박돔,2024-05-21 22:19:06,33.650747,126.305486
옥돔,2024-04-11 21:29:52,33.475367,126.583658
참돔,2024-05-26 17:49:42,33.520815,126.594736
고등어,2024-10-02 23:23:15,33.432287,126.566031
벵에돔,2024-06-17 16:53:56,33.42191,126.538132
참돔,2024-01-13 03:27:12,33.516088,126.283029
방어,2024-04-05 01:52:28,33.110308,126.432586
벵에돔,2024-12-24 23:42:02,33.097165,126.746336
붉바리,2024-02-18 13:34:41,33.567029,126.357631
참돔,2024-01-26 18:25:48,33.457012,126.383393
자리돔,2024-07-18 23:29:20,33.406784,126.50029
홍바리,2024-11-19 19:25:44,33.144056,126.319908
자리돔,2024-09-28 22:38:25,33.226879,126.299183
갈돔,2024-08-21 04:46:42,33.674253,126.27175
붉바리,2024-01-07 03:07:35,33.311243,126.677683
고등어,2024-05-11 01:49:38,33.663749,126.697887
참돔,2024-02-04 21:10:43,33.233502,126.740623
볼락,2024-10-22 23:26:56,33.438566,126.715919
홍바리,2024-06-20 19:34:16,33.229965,126.572603
갈돔,2024-06-02 22:25:33,33.275483,126.626966
자바리,2024-11-08 02:51:31,33.630455,126.43604
호박돔,2024-11-28 18:35:49,33.101396,126.647401
고등어,2024-08-06 01:31:45,33.276548,126.615606
방어,2024-12-27 18:23:34,33.144987,126.230985
광어,2024-05-14 08:52:58,33.200855,126.526364
벵에돔,2024-04-10 05:04:42,33.59774,126.270589
붉바리,2024-05-19 05:15:22,33.367305,126.702673
복섬,2024-07-07 02:07:23,33.65854,126.618562
옥돔,2024-02-11 21:09:49,33.660336,126.501013
갈돔,2024-04-07 19:02:58,33.261714,126.468863
홍바리,2024-12-08 10:12:19,33.27229,126.404028
우럭,2024-01-05 19:02:01,33.333909,126.645793
감성돔,2024-04-21 02:28:37,33.709896,126.49227
고등어,2024-08-08 00:11:02,33.675263,126.701384
광어,2024-02-10 03:32:00,33.13996,126.556637
옥돔,2024-08-22 01:03:53,33.46244,126.546518
옥돔,2024-10-14 06:38:00,33.449402,126.807267
감성돔,2024-08-24 15:19:59,33.131574,126.473644
자바리,2024-10-11 07:00:57,33.622241,126.630496
복섬,2024-12-20 12:55:44,33.397812,126.653127
벵에돔,2024-06-22 02:21:11,33.592497,126.64009
자바리,2024-08-15 22:26:19,33.564685,126.276263
참돔,2024-09-21 20:09:36,33.496604,126.667328
자바리,2024-09-27 21:06:14,33.661048,126.819977
고등어,2024-11-18 20:20:24,33.30948,126.378078
우럭,2024-10-08 12:52:07,33.342522,126.31335
갈치,2024-06-22 04:58:04,33.512422,126.550811
도도바리,2024-02-04 02:45:37,33.152083,126.296875
볼락,2024-01-22 05:41:22,33.341237,126.742941
전갱이,2024-09-26 02:22:09,33.602729,126.693248
고등어,2024-03-20 17:50:36,33.580383,126.258518
갈치,2024-09-01 14:48:31,33.164116,126.575099
방어,2024-03-01 23:57:04,33.452899,126.804503
자바리,2024-01-26 14:46:30,33.454367,126.525319
홍바리,2024-03-08 03:01:48,33.283901,126.530281
홍바리,2024-01-05 11:33:39,33.462166,126.664939
옥돔,2024-03-05 09:03:48,33.24224,126.458876
우럭,2024-10-05 16:07:01,33.544193,126.557372
광어,2024-04-01 20:35:47,33.191154,126.419335
갈돔,2024-04-16 23:12:11,33.376201,126.639986
우럭,2024-07-26 11:50:33,33.363913,126.590711
전갱이,2024-04-05 00:37:11,33.357974,126.767471
홍바리,2024-01-01 08:41:55,33.481071,126.504838
전갱이,2024-11-20 21:54:49,33.325806,126.32954
고등어,2024-07-02 04:11:37,33.459291,126.399191
도도바리,2024-06-25 08:09:41,33.351909,126.384785
갈돔,2024-01-20 08:30:22,33.396854,126.838017
전갱이,2024-03-18 21:33:39,33.420603,126.364911
자바리,2024-09-10 23:20:23,33.088958,126.778656
노래미,2024-06-19 03:20:02,33.576806,126.343643
부시리,2024-11-24 11:44:11,33.517841,126.312824
도도바리,2024-08-12 15:44:49,33.634542,126.662184
도도바리,2024-02-22 17:28:35,33.566869,126.70565
참돔,2024-01-11 09:00:54,33.24449,126.531188
방어,2024-08-28 06:01:27,33.628182,126.757496
벵에돔,2024-05-05 09:42:49,33.551863,126.401095
자리돔,2024-10-11 19:44:01,33.655948,126.695268
미역치,2024-11-18 23:39:06,33.35607,126.627744
방어,2024-10-08 22:44:50,33.312449,126.767481
방어,2024-05-15 01:26:34,33.522749,126.781299
옥돔,2024-11-24 06:55:54,33.139097,126.454872
옥돔,2024-12-14 00:01:33,33.443189,126.636037
홍바리,2024-08-17 13:25:40,33.326608,126.713152
호박돔,2024-12-14 21:58:45,33.151723,126.289442
옥돔,2024-03-03 02:57:47,33.44254,126.496091
자바리,2024-12-20 02:41:53,33.350106,126.835447
감성돔,2024-12-24 16:16:24,33.378074,126.24833
부시리,2024-10-23 16:20:23,33.153177,126.402697
홍바리,2024-07-07 21:50:27,33.344759,126.582935
방어,2024-02-16 23:30:08,33.393619,126.299262
방어,2024-01-09 09:31:48,33.578245,126.47158
노래미,2024-02-18 00:26:18,33.342954,126.835859
도도바리,2024-12-03 01:42:30,33.255193,126.86436
붉바리,2024-12-04 05:01:24,33.317646,126.251891
볼락,2024-08-08 10:23:30,33.17232,126.845534
옥돔,2024-09-09 21:14:55,33.203286,126.789679
광어,2024-09-19 23:02:54,33.541036,126.544625
방어,2024-03-13 15:59:14,33.498769,126.514662
복섬,2024-04-08 08:15:25,33.127622,126.286522
노래미,2024-08-26 13:41:05,33.600742,126.5699
붉바리,2024-03-25 16:20:53,33.388002,126.535181
옥돔,2024-01-25 14:02:31,33.24846,126.491079
감성돔,2024-01-08 01:06:42,33.642513,126.341964
도도바리,2024-04-17 11:48:08,33.109249,126.866301
전갱이,2024-08-27 22:04:25,33.683543,126.482768
자바리,2024-01-28 21:20:45,33.570777,126.463775
미역치,2024-10-19 03:51:37,33.218031,126.655636
우럭,2024-11-28 01:15:23,33.334596,126.454357
홍바리,2024-10-26 04:39:58,33.449279,126.346297
감성돔,2024-12-17 05:01:03,33.131273,126.539992
노래미,2024-06-18 01:41:07,33.13796,126.425754
호박돔,2024-06-09 03:00:49,33.09262,126.851985
자바리,2024-05-10 22:44:47,33.640466,126.868204
붉바리,2024-12-10 02:43:18,33.167084,126.386508
홍바리,2024-09-20 04:25:38,33.381065,126.548598
자리돔,2024-03-13 19:17:52,33.428421,126.255023
노래미,2024-11-06 08:50:37,33.518514,126.335421
갈돔,2024-02-03 20:54:35,33.360205,126.58447
자리돔,2024-12-26 19:12:21,33.121328,126.331896
광어,2024-10-05 07:56:07,33.411624,126.466551
부시리,2024-11-25 10:23:37,33.662743,126.272752
고등어,2024-09-03 12:19:41,33.398343,126.326242
볼락,2024-10-02 23:11:09,33.50637,126.820869
도도바리,2024-08-11 05:16:58,33.214772,126.540823
부시리,2024-07-06 19:41:26,33.126089,126.453832
붉바리,2024-11-16 21:27:19,33.314557,126.359816
자바리,2024-07-02 02:52:16,33.336583,126.327899
도도바리,2024-06-08 00:13:28,33.394792,126.7826
복섬,2024-07-17 11:04:25,33.097639,126.761733
자바리,2024-10-16 02:04:50,33.50845,126.746401
광어,2024-12-01 03:23:29,33.225096,126.322831
미역치,2024-09-11 07:54:28,33.446053,126.283168
자리돔,2024-10-23 18:33:43,33.611026,126.415623
우럭,2024-02-07 03:50:41,33.474235,126.446987
감성돔,2024-09-14 22:34:10,33.119636,126.597864
노래미,2024-10-12 11:55:58,33.335339,126.391397
붉바리,2024-11-09 23:02:20,33.223552,126.627256
갈돔,2024-06-10 01:39:01,33.436615,126.300461
우럭,2024-11-02 00:14:30,33.221313,126.436919
참돔,2024-09-18 16:12:34,33.183019,126.700564
자리돔,2024-01-04 17:23:17,33.108039,126.448206
고등어,2024-05-24 04:37:02,33.175745,126.553239
방어,2024-02-09 02:41:11,33.368767,126.751087
참돔,2024-11-15 22:03:06,33.221998,126.386962
고등어,2024-08-25 01:31:06,33.415437,126.620055
미역치,2024-07-22 09:04:28,33.235543,126.245056
고등어,2024-09-07 03:26:19,33.387001,126.863999
볼락,2024-07-13 03:07:20,33.088665,126.510118
고등어,2024-09-14 22:18:32,33.489855,126.743016
전갱이,2024-04-16 10:11:45,33.567082,126.521956
홍바리,2024-05-15 19:21:27,33.279836,126.723432
도도바리,2024-06-17 23:14:04,33.23925,126.767906
갈치,2024-02-23 15:41:40,33.575695,126.804619
부시리,2024-01-21 11:34:41,33.416173,126.324703
전갱이,2024-04-27 20:19:03,33.24206,126.273668
홍바리,2024-09-26 06:32:21,33.324062,126.708048
방어,2024-12-16 21:42:24,33.241744,126.723677
우럭,2024-12-21 22:25:01,33.718671,126.677638
옥돔,2024-09-03 14:23:43,33.301838,126.857905
호박돔,2024-11-03 20:36:19,33.664682,126.432692
감성돔,2024-02-01 12:43:06,33.464402,126.363496
참돔,2024-09-08 03:47:03,33.133308,126.268288
노래미,2024-03-28 04:00:44,33.58082,126.731627
도도바리,2024-11-22 11:44:30,33.667871,126.692839
광어,2024-09-04 08:12:36,33.500406,126.559666
갈돔,2024-11-06 22:54:49,33.25008,126.515207
복섬,2024-03-19 01:52:00,33.60889,126.62483
노래미,2024-06-06 14:26:13,33.20297,126.644751
갈치,2024-02-01 03:22:07,33.086069,126.794987
붉바리,2024-06-20 19:36:28,33.387392,126.720927
홍바리,2024-09-09 11:12:14,33.269231,126.319941
노래미,2024-05-13 11:40:29,33.161224,126.40676
부시리,2024-02-22 09:55:40,33.294412,126.416154
방어,2024-01-07 04:05:39,33.48383,126.238403
자리돔,2024-08-24 17:48:48,33.369583,126.76304
고등어,2024-10-24 18:03:48,33.356156,126.36193
방어,2024-10-27 02:18:24,33.09139,126.67135
복섬,2024-07-04 22:05:25,33.214807,126.539602
홍바리,2024-03-24 11:44:49,33.132103,126.347381
자바리,2024-10-14 21:38:25,33.249356,126.725252
부시리,2024-12-09 23:03:35,33.647402,126.682536
노래미,2024-01-02 05:41:27,33.522235,126.471035
갈돔,2024-09-12 05:15:01,33.089558,126.747603
방어,2024-04-06 22:38:44,33.658961,126.764931
고등어,2024-12-25 09:30:10,33.534716,126.436178
방어,2024-03-20 21:23:39,33.218901,126.775179
붉바리,2024-07-27 19:42:24,33.211029,126.370708
옥돔,2024-06-02 17:02:29,33.404621,126.58604
전갱이,2024-08-22 11:50:41,33.365352,126.55377
볼락,2024-09-15 01:49:36,33.163153,126.430937
미역치,2024-07-03 18:46:02,33.265835,126.51668
자리돔,2024-08-27 21:03:54,33.244627,126.577087
광어,2024-08-19 10:16:47,33.595499,126.449086
노래미,2024-04-04 08:06:21,33.180699,126.651055
부시리,2024-07-11 05:47:35,33.174155,126.633544
광어,2024-09-18 19:59:05,33.59029,126.500325
부시리,2024-08-21 03:02:38,33.367281,126.504777
감성돔,2024-12-06 00:55:32,33.194098,126.465474
옥돔,2024-11-06 20:45:10,33.569048,126.805213
부시리,2024-10-18 18:51:44,33.657062,126.435047
고등어,2024-06-08 12:15:59,33.308915,126.493801
호박돔,2024-10-25 09:22:47,33.471784,126.514741
참돔,2024-06-19 16:13:34,33.619008,126.656131
방어,2024-06-05 04:05:53,33.326443,126.804086
붉바리,2024-04-22 02:43:04,33.087162,126.534851
볼락,2024-05-23 22:09:44,33.092026,126.336233
우럭,2024-04-22 23:08:31,33.212633,126.67614
자리돔,2024-12-23 22:45:18,33.390549,126.611396
감성돔,2024-08-16 06:55:56,33.686546,126.444478
자리돔,2024-03-11 20:15:46,33.444469,126.782789
부시리,2024-10-16 01:23:35,33.583531,126.291044
우럭,2024-09-02 19:08:00,33.291239,126.466009
방어,2024-03-03 05:33:34,33.534182,126.641445
갈돔,2024-08-06 20:36:35,33.695839,126.690016
참돔,2024-08-05 00:00:28,33.502477,126.582251
호박돔,2024-11-01 03:08:37,33.614666,126.433891
우럭,2024-02-18 22:49:30,33.220274,126.233423
전갱이,2024-05-02 03:22:36,33.505972,126.555533
홍바리,2024-10-08 00:57:54,33.683557,126.644882
호박돔,2024-10-19 22:52:28,33.529986,126.268195
미역치,2024-07-05 04:53:50,33.592216,126.768745
벵에돔,2024-11-08 01:41:23,33.360322,126.850697
볼락,2024-10-15 20:18:09,33.610219,126.788486
자바리,2024-03-07 19:03:57,33.305861,126.595463
방어,2024-06-25 04:32:34,33.700394,126.65226
옥돔,2024-11-09 19:50:47,33.53419,126.339713
미역치,2024-01-12 09:55:49,33.631807,126.564326
방어,2024-07-08 13:55:58,33.460123,126.864059
벵에돔,2024-12-18 04:44:04,33.163819,126.577524
옥돔,2024-09-08 19:11:11,33.163558,126.247721
부시리,2024-06-16 18:37:23,33.498375,126.644392
홍바리,2024-02-18 20:49:30,33.200818,126.50704
